tahun_pemilu,kecamatan,kelurahan,no_tps,id_record,jenis_kelamin,dpt,pengguna_hak_pilih,partisipasi_politik,dpt_total_tps,penduduk_total_kelurahan,rasio_dpt_terhadap_penduduk_kelurahan,persen_usia_17_24_kec,persen_usia_25_44_kec,persen_usia_45_plus_kec
2024,BANJARMASIN TENGAH,KERTAK BARU ULU,007,2024-BANJARMASIN TENGAH-KERTAK BARU ULU-007-JML,JML,138,81,58.70,138,"1,783",7.74,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,KERTAK BARU ULU,008,2024-BANJARMASIN TENGAH-KERTAK BARU ULU-008-JML,JML,173,124,71.68,173,"1,783",9.70,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,001,2024-BANJARMASIN TENGAH-MAWAR-001-JML,JML,291,224,76.98,291,"5,520",5.27,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,002,2024-BANJARMASIN TENGAH-MAWAR-002-JML,JML,245,187,76.33,245,"5,520",4.44,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,003,2024-BANJARMASIN TENGAH-MAWAR-003-JML,JML,204,204,100.00,204,"5,520",3.70,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,004,2024-BANJARMASIN TENGAH-MAWAR-004-JML,JML,237,174,73.42,237,"5,520",4.29,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,005,2024-BANJARMASIN TENGAH-MAWAR-005-JML,JML,272,220,80.88,272,"5,520",4.93,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,006,2024-BANJARMASIN TENGAH-MAWAR-006-JML,JML,212,164,77.36,212,"5,520",3.84,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,007,2024-BANJARMASIN TENGAH-MAWAR-007-JML,JML,267,199,74.53,267,"5,520",4.84,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,008,2024-BANJARMASIN TENGAH-MAWAR-008-JML,JML,213,151,70.89,213,"5,520",3.86,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,009,2024-BANJARMASIN TENGAH-MAWAR-009-JML,JML,212,178,83.96,212,"5,520",3.84,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,010,2024-BANJARMASIN TENGAH-MAWAR-010-JML,JML,205,133,64.88,205,"5,520",3.71,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,011,2024-BANJARMASIN TENGAH-MAWAR-011-JML,JML,282,235,83.33,282,"5,520",5.11,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,012,2024-BANJARMASIN TENGAH-MAWAR-012-JML,JML,278,228,82.01,278,"5,520",5.04,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,013,2024-BANJARMASIN TENGAH-MAWAR-013-JML,JML,272,231,84.93,272,"5,520",4.93,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,014,2024-BANJARMASIN TENGAH-MAWAR-014-JML,JML,218,147,67.43,218,"5,520",3.95,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,015,2024-BANJARMASIN TENGAH-MAWAR-015-JML,JML,251,201,80.08,251,"5,520",4.55,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,016,2024-BANJARMASIN TENGAH-MAWAR-016-JML,JML,209,165,78.95,209,"5,520",3.79,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MAWAR,017,2024-BANJARMASIN TENGAH-MAWAR-017-JML,JML,194,152,78.35,194,"5,520",3.51,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,001,2024-BANJARMASIN TENGAH-MELAYU-001-JML,JML,284,190,66.90,284,"8,908",3.19,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,002,2024-BANJARMASIN TENGAH-MELAYU-002-JML,JML,272,235,86.40,272,"8,908",3.05,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,003,2024-BANJARMASIN TENGAH-MELAYU-003-JML,JML,276,201,72.83,276,"8,908",3.10,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,004,2024-BANJARMASIN TENGAH-MELAYU-004-JML,JML,202,202,100.00,202,"8,908",2.27,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,005,2024-BANJARMASIN TENGAH-MELAYU-005-JML,JML,269,230,85.50,269,"8,908",3.02,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,006,2024-BANJARMASIN TENGAH-MELAYU-006-JML,JML,237,192,81.01,237,"8,908",2.66,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,007,2024-BANJARMASIN TENGAH-MELAYU-007-JML,JML,235,191,81.28,235,"8,908",2.64,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,008,2024-BANJARMASIN TENGAH-MELAYU-008-JML,JML,183,158,86.34,183,"8,908",2.05,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,009,2024-BANJARMASIN TENGAH-MELAYU-009-JML,JML,281,224,79.72,281,"8,908",3.15,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,010,2024-BANJARMASIN TENGAH-MELAYU-010-JML,JML,187,151,80.75,187,"8,908",2.10,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,011,2024-BANJARMASIN TENGAH-MELAYU-011-JML,JML,195,140,71.79,195,"8,908",2.19,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,012,2024-BANJARMASIN TENGAH-MELAYU-012-JML,JML,264,194,73.48,264,"8,908",2.96,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,013,2024-BANJARMASIN TENGAH-MELAYU-013-JML,JML,259,203,78.38,259,"8,908",2.91,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,014,2024-BANJARMASIN TENGAH-MELAYU-014-JML,JML,242,174,71.90,242,"8,908",2.72,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,015,2024-BANJARMASIN TENGAH-MELAYU-015-JML,JML,226,160,70.80,226,"8,908",2.54,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,016,2024-BANJARMASIN TENGAH-MELAYU-016-JML,JML,214,186,86.92,214,"8,908",2.40,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,017,2024-BANJARMASIN TENGAH-MELAYU-017-JML,JML,275,197,71.64,275,"8,908",3.09,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,018,2024-BANJARMASIN TENGAH-MELAYU-018-JML,JML,196,162,82.65,196,"8,908",2.20,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,019,2024-BANJARMASIN TENGAH-MELAYU-019-JML,JML,248,190,76.61,248,"8,908",2.78,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,020,2024-BANJARMASIN TENGAH-MELAYU-020-JML,JML,179,133,74.30,179,"8,908",2.01,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,021,2024-BANJARMASIN TENGAH-MELAYU-021-JML,JML,240,178,74.17,240,"8,908",2.69,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,022,2024-BANJARMASIN TENGAH-MELAYU-022-JML,JML,251,207,82.47,251,"8,908",2.82,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,023,2024-BANJARMASIN TENGAH-MELAYU-023-JML,JML,265,204,76.98,265,"8,908",2.97,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,024,2024-BANJARMASIN TENGAH-MELAYU-024-JML,JML,200,202,101.00,200,"8,908",2.25,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,025,2024-BANJARMASIN TENGAH-MELAYU-025-JML,JML,267,183,68.54,267,"8,908",3.00,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,026,2024-BANJARMASIN TENGAH-MELAYU-026-JML,JML,263,205,77.95,263,"8,908",2.95,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,MELAYU,027,2024-BANJARMASIN TENGAH-MELAYU-027-JML,JML,267,225,84.27,267,"8,908",3.00,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,001,2024-BANJARMASIN TENGAH-PASAR LAMA-001-JML,JML,216,163,75.46,216,"6,850",3.15,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,002,2024-BANJARMASIN TENGAH-PASAR LAMA-002-JML,JML,289,200,69.20,289,"6,850",4.22,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,003,2024-BANJARMASIN TENGAH-PASAR LAMA-003-JML,JML,262,198,75.57,262,"6,850",3.82,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,004,2024-BANJARMASIN TENGAH-PASAR LAMA-004-JML,JML,158,136,86.08,158,"6,850",2.31,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,005,2024-BANJARMASIN TENGAH-PASAR LAMA-005-JML,JML,160,160,100.00,160,"6,850",2.34,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,006,2024-BANJARMASIN TENGAH-PASAR LAMA-006-JML,JML,282,213,75.53,282,"6,850",4.12,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,007,2024-BANJARMASIN TENGAH-PASAR LAMA-007-JML,JML,202,153,75.74,202,"6,850",2.95,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,008,2024-BANJARMASIN TENGAH-PASAR LAMA-008-JML,JML,171,128,74.85,171,"6,850",2.50,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,009,2024-BANJARMASIN TENGAH-PASAR LAMA-009-JML,JML,268,237,88.43,268,"6,850",3.91,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,010,2024-BANJARMASIN TENGAH-PASAR LAMA-010-JML,JML,132,97,73.48,132,"6,850",1.93,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,011,2024-BANJARMASIN TENGAH-PASAR LAMA-011-JML,JML,260,232,89.23,260,"6,850",3.80,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,012,2024-BANJARMASIN TENGAH-PASAR LAMA-012-JML,JML,276,239,86.59,276,"6,850",4.03,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,013,2024-BANJARMASIN TENGAH-PASAR LAMA-013-JML,JML,177,148,83.62,177,"6,850",2.58,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,014,2024-BANJARMASIN TENGAH-PASAR LAMA-014-JML,JML,279,227,81.36,279,"6,850",4.07,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,015,2024-BANJARMASIN TENGAH-PASAR LAMA-015-JML,JML,256,185,72.27,256,"6,850",3.74,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,016,2024-BANJARMASIN TENGAH-PASAR LAMA-016-JML,JML,263,191,72.62,263,"6,850",3.84,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,017,2024-BANJARMASIN TENGAH-PASAR LAMA-017-JML,JML,277,234,84.48,277,"6,850",4.04,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,018,2024-BANJARMASIN TENGAH-PASAR LAMA-018-JML,JML,228,179,78.51,228,"6,850",3.33,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,019,2024-BANJARMASIN TENGAH-PASAR LAMA-019-JML,JML,196,140,71.43,196,"6,850",2.86,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,020,2024-BANJARMASIN TENGAH-PASAR LAMA-020-JML,JML,179,139,77.65,179,"6,850",2.61,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,021,2024-BANJARMASIN TENGAH-PASAR LAMA-021-JML,JML,248,192,77.42,248,"6,850",3.62,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PASAR LAMA,022,2024-BANJARMASIN TENGAH-PASAR LAMA-022-JML,JML,276,229,82.97,276,"6,850",4.03,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,001,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-001-JML,JML,195,123,63.08,195,"5,328",3.66,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,002,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-002-JML,JML,235,177,75.32,235,"5,328",4.41,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,003,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-003-JML,JML,146,132,90.41,146,"5,328",2.74,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,004,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-004-JML,JML,108,74,68.52,108,"5,328",2.03,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,005,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-005-JML,JML,278,199,71.58,278,"5,328",5.22,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,006,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-006-JML,JML,290,244,84.14,290,"5,328",5.44,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,007,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-007-JML,JML,273,204,74.73,273,"5,328",5.12,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,008,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-008-JML,JML,146,124,84.93,146,"5,328",2.74,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,009,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-009-JML,JML,200,158,79.00,200,"5,328",3.75,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,010,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-010-JML,JML,196,167,85.20,196,"5,328",3.68,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,011,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-011-JML,JML,189,166,87.83,189,"5,328",3.55,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,012,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-012-JML,JML,222,181,81.53,222,"5,328",4.17,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,013,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-013-JML,JML,239,205,85.77,239,"5,328",4.49,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,014,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-014-JML,JML,151,127,84.11,151,"5,328",2.83,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,015,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-015-JML,JML,190,161,84.74,190,"5,328",3.57,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,016,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-016-JML,JML,237,194,81.86,237,"5,328",4.45,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,017,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-017-JML,JML,96,84,87.50,96,"5,328",1.80,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,018,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-018-JML,JML,202,167,82.67,202,"5,328",3.79,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,019,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-019-JML,JML,288,222,77.08,288,"5,328",5.41,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,PEKAPURAN LAUT,020,2024-BANJARMASIN TENGAH-PEKAPURAN LAUT-020-JML,JML,180,131,72.78,180,"5,328",3.38,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,001,2024-BANJARMASIN TENGAH-SEBERANG MESJID-001-JML,JML,273,216,79.12,273,"6,090",4.48,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,002,2024-BANJARMASIN TENGAH-SEBERANG MESJID-002-JML,JML,279,229,82.08,279,"6,090",4.58,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,003,2024-BANJARMASIN TENGAH-SEBERANG MESJID-003-JML,JML,288,244,84.72,288,"6,090",4.73,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,004,2024-BANJARMASIN TENGAH-SEBERANG MESJID-004-JML,JML,266,184,69.17,266,"6,090",4.37,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,005,2024-BANJARMASIN TENGAH-SEBERANG MESJID-005-JML,JML,232,214,92.24,232,"6,090",3.81,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,006,2024-BANJARMASIN TENGAH-SEBERANG MESJID-006-JML,JML,212,178,83.96,212,"6,090",3.48,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,007,2024-BANJARMASIN TENGAH-SEBERANG MESJID-007-JML,JML,216,170,78.70,216,"6,090",3.55,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,008,2024-BANJARMASIN TENGAH-SEBERANG MESJID-008-JML,JML,286,220,76.92,286,"6,090",4.70,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,009,2024-BANJARMASIN TENGAH-SEBERANG MESJID-009-JML,JML,272,211,77.57,272,"6,090",4.47,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,010,2024-BANJARMASIN TENGAH-SEBERANG MESJID-010-JML,JML,281,258,91.81,281,"6,090",4.61,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,011,2024-BANJARMASIN TENGAH-SEBERANG MESJID-011-JML,JML,250,187,74.80,250,"6,090",4.11,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,012,2024-BANJARMASIN TENGAH-SEBERANG MESJID-012-JML,JML,249,187,75.10,249,"6,090",4.09,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,013,2024-BANJARMASIN TENGAH-SEBERANG MESJID-013-JML,JML,289,259,89.62,289,"6,090",4.75,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,014,2024-BANJARMASIN TENGAH-SEBERANG MESJID-014-JML,JML,285,238,83.51,285,"6,090",4.68,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,015,2024-BANJARMASIN TENGAH-SEBERANG MESJID-015-JML,JML,259,195,75.29,259,"6,090",4.25,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,016,2024-BANJARMASIN TENGAH-SEBERANG MESJID-016-JML,JML,287,232,80.84,287,"6,090",4.71,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SEBERANG MESJID,017,2024-BANJARMASIN TENGAH-SEBERANG MESJID-017-JML,JML,289,208,71.97,289,"6,090",4.75,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,001,2024-BANJARMASIN TENGAH-SUNGAI BARU-001-JML,JML,161,114,70.81,161,"5,839",2.76,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,002,2024-BANJARMASIN TENGAH-SUNGAI BARU-002-JML,JML,237,197,83.12,237,"5,839",4.06,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,003,2024-BANJARMASIN TENGAH-SUNGAI BARU-003-JML,JML,210,177,84.29,210,"5,839",3.60,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,004,2024-BANJARMASIN TENGAH-SUNGAI BARU-004-JML,JML,284,213,75.00,284,"5,839",4.86,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,005,2024-BANJARMASIN TENGAH-SUNGAI BARU-005-JML,JML,265,193,72.83,265,"5,839",4.54,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,006,2024-BANJARMASIN TENGAH-SUNGAI BARU-006-JML,JML,263,178,67.68,263,"5,839",4.50,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,007,2024-BANJARMASIN TENGAH-SUNGAI BARU-007-JML,JML,275,202,73.45,275,"5,839",4.71,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,008,2024-BANJARMASIN TENGAH-SUNGAI BARU-008-JML,JML,288,215,74.65,288,"5,839",4.93,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,009,2024-BANJARMASIN TENGAH-SUNGAI BARU-009-JML,JML,260,211,81.15,260,"5,839",4.45,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,010,2024-BANJARMASIN TENGAH-SUNGAI BARU-010-JML,JML,275,200,72.73,275,"5,839",4.71,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,011,2024-BANJARMASIN TENGAH-SUNGAI BARU-011-JML,JML,269,193,71.75,269,"5,839",4.61,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,012,2024-BANJARMASIN TENGAH-SUNGAI BARU-012-JML,JML,279,201,72.04,279,"5,839",4.78,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,013,2024-BANJARMASIN TENGAH-SUNGAI BARU-013-JML,JML,248,186,75.00,248,"5,839",4.25,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,014,2024-BANJARMASIN TENGAH-SUNGAI BARU-014-JML,JML,153,107,69.93,153,"5,839",2.62,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,015,2024-BANJARMASIN TENGAH-SUNGAI BARU-015-JML,JML,210,163,77.62,210,"5,839",3.60,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,016,2024-BANJARMASIN TENGAH-SUNGAI BARU-016-JML,JML,254,159,62.60,254,"5,839",4.35,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,017,2024-BANJARMASIN TENGAH-SUNGAI BARU-017-JML,JML,279,200,71.68,279,"5,839",4.78,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,SUNGAI BARU,018,2024-BANJARMASIN TENGAH-SUNGAI BARU-018-JML,JML,163,108,66.26,163,"5,839",2.79,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,001,2024-BANJARMASIN TENGAH-TELUK DALAM-001-JML,JML,262,173,66.03,262,"27,966",0.94,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,002,2024-BANJARMASIN TENGAH-TELUK DALAM-002-JML,JML,283,247,87.28,283,"27,966",1.01,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,003,2024-BANJARMASIN TENGAH-TELUK DALAM-003-JML,JML,218,149,68.35,218,"27,966",0.78,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,004,2024-BANJARMASIN TENGAH-TELUK DALAM-004-JML,JML,233,192,82.40,233,"27,966",0.83,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,005,2024-BANJARMASIN TENGAH-TELUK DALAM-005-JML,JML,237,189,79.75,237,"27,966",0.85,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,006,2024-BANJARMASIN TENGAH-TELUK DALAM-006-JML,JML,265,219,82.64,265,"27,966",0.95,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,007,2024-BANJARMASIN TENGAH-TELUK DALAM-007-JML,JML,169,146,86.39,169,"27,966",0.60,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,008,2024-BANJARMASIN TENGAH-TELUK DALAM-008-JML,JML,267,210,78.65,267,"27,966",0.95,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,009,2024-BANJARMASIN TENGAH-TELUK DALAM-009-JML,JML,259,203,78.38,259,"27,966",0.93,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,010,2024-BANJARMASIN TENGAH-TELUK DALAM-010-JML,JML,241,195,80.91,241,"27,966",0.86,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,011,2024-BANJARMASIN TENGAH-TELUK DALAM-011-JML,JML,177,143,80.79,177,"27,966",0.63,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,012,2024-BANJARMASIN TENGAH-TELUK DALAM-012-JML,JML,244,189,77.46,244,"27,966",0.87,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,013,2024-BANJARMASIN TENGAH-TELUK DALAM-013-JML,JML,236,179,75.85,236,"27,966",0.84,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,014,2024-BANJARMASIN TENGAH-TELUK DALAM-014-JML,JML,277,223,80.51,277,"27,966",0.99,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,015,2024-BANJARMASIN TENGAH-TELUK DALAM-015-JML,JML,280,202,72.14,280,"27,966",1.00,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,016,2024-BANJARMASIN TENGAH-TELUK DALAM-016-JML,JML,202,132,65.35,202,"27,966",0.72,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,017,2024-BANJARMASIN TENGAH-TELUK DALAM-017-JML,JML,225,165,73.33,225,"27,966",0.80,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,018,2024-BANJARMASIN TENGAH-TELUK DALAM-018-JML,JML,286,215,75.17,286,"27,966",1.02,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,019,2024-BANJARMASIN TENGAH-TELUK DALAM-019-JML,JML,283,208,73.50,283,"27,966",1.01,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,020,2024-BANJARMASIN TENGAH-TELUK DALAM-020-JML,JML,215,159,73.95,215,"27,966",0.77,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,021,2024-BANJARMASIN TENGAH-TELUK DALAM-021-JML,JML,163,159,97.55,163,"27,966",0.58,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,022,2024-BANJARMASIN TENGAH-TELUK DALAM-022-JML,JML,281,222,79.00,281,"27,966",1.00,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,023,2024-BANJARMASIN TENGAH-TELUK DALAM-023-JML,JML,229,165,72.05,229,"27,966",0.82,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,024,2024-BANJARMASIN TENGAH-TELUK DALAM-024-JML,JML,240,180,75.00,240,"27,966",0.86,13.05,29.13,33.74
2024,BANJARMASIN TENGAH,TELUK DALAM,025,2024-BANJARMASIN TENGAH-TELUK DALAM-025-JML,JML,250,187,74.80,250,"27,966",0.89,13.05,29.13,33.74
